Hora del día,Dispositivos,Ancho de banda (Mbps),Tipo de tráfico,Tráfico de datos (Bytes)
9,944,21,ssh,428056.93480748805
10,1303,41,ssh,572381.8581793733
13,1358,65,video,532819.1271718356
9,954,33,video,470173.5092924362
15,807,22,video,464106.31236691173
8,1203,29,audio,469157.29453825933
14,121,88,ftp,452564.82863745437
9,942,65,web,335558.73291068006
17,1216,62,ssh,596149.825532416
13,291,77,web,307719.80806272425
9,1118,63,video,553492.83386472
9,1226,43,ftp,554360.8450686726
17,495,37,ftp,425953.6183743677
15,1130,59,audio,444155.5308397644
9,739,11,video,450560.37910161255
14,1118,35,ssh,621844.2015091517
10,666,60,audio,316964.4059799414
15,330,56,video,384365.46768681693
14,973,35,audio,523821.5666570044
15,673,93,web,376865.57386201667
14,339,93,video,455375.16426165466
13,189,84,ssh,444736.3285041549
14,331,83,ssh,382190.06468860444
12,556,70,video,396700.9288251461
14,332,32,audio,304137.7239145924
8,453,46,ftp,458806.669401067
8,1104,50,video,531616.4476719286
16,1456,61,ssh,672134.2381137704
12,538,92,web,166789.95281109423
12,1498,91,ssh,589457.9863453637
10,1415,58,ftp,552630.9542511979
12,444,36,ssh,425568.2620327667
10,763,15,ftp,522124.38247338805
16,756,83,video,486861.24793053593
16,229,75,ssh,365353.5866142692
13,240,33,audio,313207.20025599946
8,514,47,audio,352113.1248234265
14,1216,37,ssh,518942.5466397421
14,725,37,ssh,410198.0899275564
17,383,75,web,299093.4156886531
17,322,70,ssh,523989.11368066794
11,843,55,web,436087.13710993214
15,562,78,web,354570.2180224026
13,1399,84,web,450300.1664209962
11,1263,83,web,493442.13297442923
11,456,52,video,349578.78675954795
9,1146,68,audio,419824.64816630946
9,1393,11,web,321901.6584189003
11,958,24,audio,413719.10991738265
12,764,46,web,304306.63254313124
15,1456,80,audio,561021.5189764252
13,1114,29,ssh,437332.11518814694
11,184,44,ssh,372291.33362918434
14,720,43,audio,263943.9418014186
15,1154,95,web,507697.0126634276
9,339,40,video,358894.5617067542
14,462,96,audio,346466.7614287706
9,921,28,ftp,571335.993004104
9,767,77,video,387996.2868668224
15,1422,33,ftp,679518.7757807446
9,1494,93,audio,580038.7019230168
16,198,48,web,88885.53754543053
8,146,63,ftp,378338.7820161238
16,938,48,audio,440467.7934931813
8,521,26,video,347385.31911271164
17,161,28,web,304055.09131137026
17,1232,57,ftp,603704.9437538558
9,1242,44,audio,434342.03782773856
13,1109,41,web,311506.5486845776
13,697,56,web,407914.33256365726
8,491,56,ssh,403885.49286956
14,1076,73,web,399779.5555981647
15,1175,55,audio,484875.8658844643
9,702,44,video,439211.7914215162
15,1412,26,ssh,637768.1701758063
16,436,51,audio,475094.21067785437
13,909,38,audio,438496.79442018876
12,1327,79,audio,491637.7285415459
16,1361,26,ftp,637132.1631238026
16,851,90,ftp,575562.0523791595
8,1259,23,video,428208.1537685081
10,1485,33,audio,515493.2103745793
16,980,66,ftp,648173.4053104459
9,734,59,ftp,490631.8199688382
11,353,66,ftp,418230.9971857944
11,1237,70,video,613197.2573147117
9,119,48,video,221475.84216894174
10,627,64,audio,254009.08117613493
10,1268,45,ssh,518454.90281763085
8,1331,46,audio,402178.3641437852
13,475,23,ftp,490811.3032052291
15,265,36,ftp,427964.77497752133
10,1304,92,web,445815.647748808
12,960,40,audio,479646.70884873864
8,716,82,ftp,489633.2569418612
17,711,90,ftp,610954.470587282
14,1455,92,ssh,732566.1399601601
17,602,53,web,309116.87509931694
8,1012,77,audio,467751.1427778157
16,178,57,video,332009.104373551
15,684,66,audio,441004.9064420395
14,787,84,audio,340825.5406211864
17,495,31,ssh,367224.38774373266
14,1226,13,audio,452136.61425462295
12,501,90,ssh,410753.75954701146
12,1074,81,ssh,539464.5445285058
12,323,55,ftp,441123.670877643
8,617,68,video,433400.6765918126
15,733,43,ssh,472716.97107170324
8,335,20,web,175806.93446884566
11,215,40,web,200424.33116205505
16,1286,20,video,508742.73600966914
16,325,65,ssh,380799.72489686427
12,329,47,video,268649.15932115156
11,281,30,ftp,429673.90581105393
10,1372,19,web,405464.71467014734
10,1441,35,audio,554013.9369617336
12,309,17,web,157930.19539705297
17,195,17,ssh,355395.82224760606
8,993,69,video,563745.3610329374
12,855,81,web,324519.52414510754
13,1209,43,audio,466473.3373951938
14,514,25,audio,274507.80085873156
16,493,22,video,322178.62436095095
10,795,96,video,534365.549154384
9,943,85,web,384651.97463185736
10,703,31,ssh,462783.94191188115
16,681,36,ftp,449384.1882441889
14,232,73,audio,320837.06940541515
16,890,11,video,521371.0972996913
9,748,35,ftp,569573.8530414265
12,1437,92,ftp,726816.661480308
11,320,78,ftp,401525.7211202298
9,1075,93,ssh,572156.1708596495
16,1169,39,video,566679.2480238304
16,1315,17,audio,411777.8207455549
13,887,47,video,409836.02042591077
13,790,70,web,402407.86608717206
15,1457,90,audio,605202.2888335964
13,138,74,video,252170.84831893037
8,1416,76,audio,550951.0729634586
11,789,55,web,345065.16995768086
14,261,99,audio,360750.4477303576
9,1454,81,ftp,644573.9338283029
16,1227,52,ssh,633659.1748240452
15,260,68,web,303191.4387242812
15,1177,55,audio,470333.25322721445
14,1157,81,web,442787.6273086643
11,341,44,ftp,412773.91852476733
9,1066,48,ssh,614781.9474342939
10,989,60,web,371786.4030337117
13,212,13,ftp,367798.7837411409
12,1113,89,ftp,591308.7043062625
15,417,86,ftp,507738.53005710564
13,122,93,audio,323566.5585889106
13,923,60,video,412808.6577424739
8,1241,14,web,487583.0001471224
11,800,64,video,462433.7647027808
12,1118,29,ftp,621422.7986484707
10,1335,33,video,528640.5228088282
16,1236,45,ftp,650662.9483675563
8,1167,43,ftp,587485.8431036299
13,227,63,ssh,442789.79845179804
13,975,43,ssh,531103.5706273315
17,257,92,video,420752.51092463546
12,926,26,web,336507.6238323714
12,951,14,video,466982.0264156158
17,611,98,web,316003.98278802895
12,144,27,video,363126.41162747686
13,1231,64,audio,451512.63796404423
15,318,62,audio,303351.0277869337
9,542,59,web,267151.97937726276
13,414,81,ssh,420602.4306163116
8,276,88,web,275324.78847214684
11,327,54,video,331567.11176316784
17,366,22,ftp,538896.2265270536
10,969,25,audio,365376.2456934916
16,937,95,ftp,623368.8734971354
10,588,93,audio,325310.70053437003
13,801,22,video,457248.63912657334
8,786,29,audio,360902.5136511615
13,1413,75,web,477346.8977650761
11,1095,56,ftp,661423.7483251762
15,456,28,ftp,447482.9064472448
16,971,54,video,530525.7578809
11,303,46,ftp,400152.0043662604
17,1336,63,video,589334.2600080187
17,651,15,ssh,412921.2335888277
13,422,23,web,227774.14268466298
8,693,13,audio,330992.8477213567
11,280,95,audio,399232.4583661539
14,598,64,audio,376640.1935229887
8,1443,43,ssh,682833.4157933353
15,182,36,web,240416.16458454588
17,402,16,ftp,454045.78777625307
13,361,12,ftp,520167.8261300347
12,883,56,web,386450.8811036709
17,1323,11,web,422963.9203058643
16,1363,89,audio,570628.5729700149
9,1013,34,ftp,549970.2625046195
12,791,69,web,253248.2901914352
13,1043,88,ftp,664398.6579632809
14,782,33,web,397646.70278209646
12,1418,24,video,647497.1014996137
16,788,23,audio,420207.18460976315
8,495,63,web,258063.82879587339
14,1261,87,ssh,657449.4713689293
17,938,15,web,422591.0182659453
14,977,87,video,590814.0591568211
11,922,90,ssh,532168.618846678
16,1252,27,ssh,585621.0513716203
12,148,29,web,168322.77901207362
11,888,71,video,494973.10433626006
14,392,90,ssh,365986.91658845823
11,635,89,audio,415304.3686431282
10,410,49,audio,335891.75609328947
16,636,48,ftp,560453.5101229186
15,738,61,ftp,560011.261825092
8,333,41,video,403748.9123765542
14,1332,82,ssh,670999.6732713431
16,704,36,audio,358446.140431215
15,193,61,audio,264641.0475151177
15,426,72,video,352216.3093292682
13,324,83,ssh,448864.1666387794
11,1066,72,video,454193.05393800215
15,989,26,web,439969.6071791676
10,110,58,audio,317148.66541727714
16,1452,90,video,571449.1865524774
9,1135,91,video,508222.57327035733
9,134,32,web,188631.0490681207
14,546,81,ftp,563899.1580234834
17,1343,22,audio,595067.1687804938
11,540,32,video,294725.3803565711
17,752,66,audio,402490.9641236659
15,694,71,ftp,535999.1652219826
16,328,63,video,307066.5072556726
14,443,29,web,248844.49903479693
12,1203,95,audio,519488.4472175306
15,1476,61,web,486766.05485802214
11,1413,32,ftp,576368.9415696294
9,1088,44,ftp,728304.1349004956
13,1251,76,audio,516508.893260209
16,1008,43,ftp,608684.7065053338
8,1482,42,ssh,552503.6818466476
17,626,55,audio,400735.30809856375
14,1436,90,ssh,643989.3107979253
17,174,54,ftp,352373.8293642297
16,295,28,audio,249487.2279992792
17,128,96,ssh,448346.30088369723
16,805,24,ftp,650200.8825000221
17,1120,87,video,570858.2702521522
10,115,75,video,365654.1639146684
12,904,48,web,357012.2345708395
15,1039,27,video,491972.69196596986
15,1066,79,ssh,632248.9513809732
11,1200,68,video,612138.8644589735
8,328,41,audio,341154.83467328106
8,1061,30,audio,363881.84623075905
11,1420,49,audio,510152.05548423773
13,814,36,video,459676.23422381474
15,1083,11,video,484116.10182462353
13,672,89,web,363292.8771707798
16,714,48,ftp,587828.8405834474
16,425,95,web,362640.487597757
9,1486,65,ssh,708993.5076110761
17,974,22,audio,424327.9447637583
8,458,65,video,295898.3417580343
9,423,75,ftp,485011.7297007226
12,1449,87,ftp,787490.5515592401
11,264,65,video,316451.20700229704
11,897,37,web,387242.34885318595
16,554,73,ftp,562087.2896236321
15,1276,80,web,479772.10236723046
13,1250,91,video,560846.2360521858
8,292,73,web,188728.53971393037
9,726,65,audio,258616.8963789711
13,629,50,video,360207.46466679854
9,1133,50,video,477084.79254441505
17,191,13,ftp,484571.1343711353
12,238,66,ftp,435443.59688243124
12,580,39,ftp,469548.7140540926
13,548,97,audio,328550.7279023285
13,1456,93,audio,585540.291425474
13,968,55,ssh,604017.8583215303
9,439,65,video,418471.78609337297
17,1175,40,ftp,670307.4849879234
10,565,97,video,337719.362680853
13,817,16,web,318816.28785781143
15,898,99,audio,551465.2114444837
8,574,86,ssh,503897.52459576126
8,500,63,web,194624.83908826375
9,704,17,video,391520.47384003643
13,1031,64,audio,471354.92163305194
16,1096,78,ftp,600092.076848689
11,1021,53,web,270239.79892955755
10,920,22,audio,399941.2022508216
15,756,29,video,401312.08711897803
17,697,87,video,428707.9130457658
16,1276,41,web,437965.9820034621
12,613,69,web,310416.2042672594
16,1129,59,web,434845.8602952157
9,599,36,ssh,388600.50505389995
10,816,34,ftp,519189.52351829613
14,1241,61,audio,410828.8314798622
14,700,77,video,464051.9532684039
13,765,30,video,290186.22933294217
13,567,27,ftp,477425.495978319
9,260,48,web,266959.30768384767
17,369,24,web,217832.96563625868
13,1179,62,video,567621.51018287
11,327,47,ftp,501686.6356060446
10,948,57,video,302705.00237513054
9,248,61,web,217531.85482121288
8,1169,97,audio,328511.32861858624
12,1267,81,web,447989.5777214527
9,731,37,audio,359341.43945093366
9,1463,94,ssh,510472.8007044581
14,512,25,ftp,581141.9181039933
15,619,25,ssh,475600.79038173123
17,1467,44,web,457948.8283958982
15,486,26,ftp,558468.9713749259
11,374,82,web,181019.33896788416
8,452,61,ftp,399441.44832408417
14,1189,91,ftp,538327.223816505
8,1202,21,web,480952.2598269667
11,697,92,web,357017.3185736002
15,1325,57,ftp,701470.0894924247
9,657,31,ftp,506950.0616959238
13,212,58,web,265088.3880572292
13,1214,61,web,442203.8856947995
16,240,88,video,385546.0671353721
12,1412,10,video,552780.1718111476
17,829,75,video,457870.4097215361
11,688,73,ssh,476768.76173926657
12,510,17,ftp,484179.72866308386
17,476,95,audio,383227.4559776065
12,1275,34,ssh,508111.39461233414
15,850,75,ftp,515250.6665695795
17,726,82,audio,475342.07169581956
15,1442,82,video,589050.29770583
9,1492,86,audio,565636.2673517971
14,1094,79,web,373694.0045138802
15,802,88,web,305742.7061676735
13,561,60,ftp,465020.16937341436
12,111,62,ssh,352071.74646142934
16,1279,24,video,514542.98503577936
10,576,59,ftp,559396.6761552857
17,1038,80,video,541576.165076873
11,500,84,web,389446.9309280929
16,907,47,ssh,555120.4077035709
13,276,49,ssh,274072.45910400944
15,1464,75,web,558102.0803229277
14,156,48,audio,199722.41887650226
9,547,83,ssh,457426.68336056697
10,302,26,audio,234665.79711680775
8,837,16,video,522535.5517232093
16,301,48,ssh,486179.89637150674
14,1453,77,web,462008.9679149121
8,462,44,audio,298032.11659394443
10,991,60,video,490429.9034824609
11,553,56,video,436770.7035780805
11,455,45,ssh,419957.59561625065
12,315,73,ssh,358255.25503095664
10,1071,98,ftp,577322.0680399974
10,654,22,ftp,491575.91018116043
8,986,27,ssh,562422.8489382345
14,122,30,ftp,430791.8930268022
17,254,74,web,234129.2536692492
8,1309,17,web,442718.6388854895
9,348,57,ftp,423750.758056092
11,848,94,ssh,566120.400259342
11,904,52,web,488150.5209164303
12,233,62,video,319658.6814528225
9,420,94,ssh,466080.25798631855
11,489,36,audio,283530.3333981135
8,533,28,audio,304986.81164043513
9,1145,32,ssh,541478.1143436051
8,972,59,ftp,554215.8169977809
17,1248,60,web,587750.6844387512
17,1202,52,web,436070.34626608086
11,957,60,ssh,555742.5769392434
11,150,78,video,227495.65653382838
14,275,50,ftp,471599.82816848054
17,969,81,video,576402.7296176123
16,352,20,ssh,384020.1328710475
16,1065,89,ssh,461988.8929479794
12,1369,97,video,580367.4115586338
17,838,94,audio,450459.1925192764
8,1229,61,ssh,602503.7525372152
8,1316,32,ftp,719745.1517706717
13,1439,58,video,562797.3174699846
9,401,47,audio,255885.593816986
15,647,56,video,374054.10993142787
16,815,81,audio,443403.93085157993
11,878,16,audio,412567.7129409251
12,367,75,ftp,443617.23028187075
15,1293,86,ssh,665534.1372862895
10,1109,71,audio,480569.20384095877
12,650,96,ssh,490161.5844822445
10,1415,38,ftp,606879.2639627937
17,1264,47,ssh,587206.7842257639
10,1269,93,web,328812.23511587275
10,413,42,audio,315389.35320990166
14,283,38,ftp,446917.06443737174
14,812,88,video,485823.9495544743
14,227,32,ftp,456615.950778228
17,1410,12,audio,542291.0743216112
15,1376,54,ftp,671680.8409676983
12,799,17,video,430733.40215813764
12,485,95,web,234284.17916519154
11,1353,38,audio,465413.96771552874
14,370,11,audio,302023.55268417305
17,910,59,ftp,559707.321204382
11,514,74,ssh,487807.53979362734
9,297,29,ssh,335968.3959522485
11,1446,61,video,585515.2705624158
15,1179,94,web,463628.28284076677
16,930,46,web,426313.8796805205
10,1326,81,ftp,700739.5587014151
14,727,36,ftp,568101.630548397
16,703,56,ssh,393299.6899308433
11,1261,15,web,474407.4074006563
17,1180,69,web,531865.4112097298
10,1109,54,web,374693.78578392655
12,170,53,video,332332.3456336425
8,1010,92,video,443458.4159934609
10,693,27,ftp,404681.07466339244
15,1495,74,ssh,624064.2367228807
15,699,34,audio,354793.0480268195
11,613,36,ssh,427857.4634324092
9,183,16,video,241654.2954997006
15,1093,53,video,483428.74165913806
15,1166,38,ftp,626649.6839185796
17,938,53,audio,410588.6508444929
11,705,45,web,345676.2166275014
10,909,28,audio,429883.032569872
9,232,15,audio,367919.38730822445
16,1188,34,audio,540883.9966061731
8,389,40,ftp,449955.1529164207
14,475,18,video,342986.7851666161
12,868,93,web,394787.36758369993
15,566,83,audio,396029.7979958178
11,1336,46,web,419534.34554971696
14,1271,36,audio,531386.5698376439
12,570,22,video,315095.09926590626
12,248,50,web,222380.00822312446
16,187,75,ssh,432692.92296587036
16,1447,94,video,602020.7926203952
16,495,33,web,285162.27982853644
13,889,53,audio,412410.706940386
13,1205,69,audio,448719.93796561274
12,1409,18,video,609495.0465787104
16,964,11,video,427398.1164038592
17,1393,65,audio,562007.9663704942
15,1415,39,web,498182.3949141187
14,123,31,ssh,312668.90493955166
14,1055,84,ftp,626655.2127190372
13,410,90,video,346518.3913627649
12,1331,22,audio,556752.1237527973
11,763,80,web,290660.85315118934
10,537,25,video,337205.14528840175
10,805,54,web,276788.749582221
13,1459,74,video,525915.0636566224
11,521,20,audio,398760.7645441147
13,420,79,web,315638.7336956281
10,686,29,audio,358714.6712850272
11,1046,72,web,367371.1518326539
16,1286,99,video,632080.5905523384
12,1288,21,ftp,586888.8780316274
14,948,71,ftp,634781.9647165051
17,1418,51,ssh,600474.4361697182
9,141,92,ssh,336974.6149062164
12,1408,78,audio,568514.1193058961
16,1038,67,web,464291.36720778834
10,486,14,ssh,434073.64669483807
16,1261,36,video,497716.2942121603
13,1310,37,ftp,623163.6567138586
11,1009,35,web,382144.9370599257
14,815,58,ftp,519535.9519044954
15,530,30,web,364548.1380064647
13,653,10,ssh,330502.6528024727
12,899,67,ssh,484363.02423154237
13,525,88,audio,338521.6748565084
12,125,64,web,74802.81676141161
15,1494,90,video,548988.5434881905
8,484,35,ssh,435564.4756271034
14,155,93,audio,299014.1818276482
17,1376,34,ssh,705856.8011021451
17,733,86,ftp,651861.3222942409
9,205,42,ssh,378652.31893019733
16,1253,98,web,495261.91245003557
8,948,81,audio,423396.55542894505
17,769,78,web,245045.8991060255
13,475,15,video,297772.02433369623
16,842,32,video,469433.7751549467
8,1066,39,ssh,553501.2854373836
11,407,87,audio,344383.49060690706
11,190,63,audio,229876.75161421712
16,901,96,audio,505070.31412347476
12,209,20,audio,335922.20143773186
12,684,40,ssh,513699.480014567
13,439,15,web,309779.9664795235
8,1078,20,ssh,487638.71010223945
8,455,86,web,327796.70613504
16,267,21,ftp,451187.93196638284
10,656,75,ftp,544277.7764261003
11,1004,62,web,405071.5921412355
8,204,45,ssh,347225.64472797944
16,249,26,video,299799.8762438849
15,245,37,ssh,388393.1668222977
9,815,31,video,472838.08087414113
15,973,16,ssh,505526.2097343545
14,398,24,audio,356267.3631304073
13,1290,20,audio,519853.5335308836
8,745,33,ftp,490553.1301490085
14,822,76,ftp,641840.0051809788
17,1171,39,web,420922.6664404647
14,737,79,video,532377.3431306316
16,338,75,audio,356806.3490770486
8,1130,70,ssh,550206.7040773244
9,563,87,web,256709.93098311732
16,552,50,ssh,460986.98849324795
16,883,91,audio,441912.024325279
13,996,60,audio,381285.18073745474
13,470,53,audio,324619.22886411665
11,586,22,audio,293009.8409951457
11,1334,99,ssh,650599.5884489391
12,264,21,web,288614.02378641017
10,1248,91,audio,433754.216185238
8,1460,18,ftp,726615.3864183461
8,291,94,web,238772.4482807435
14,829,57,ftp,515548.9307530743
8,313,58,ssh,419487.73901040916
8,673,62,audio,333277.2760872476
10,1451,65,web,468613.1661984253
17,1056,49,audio,450486.08778939606
11,480,33,audio,276663.103406755
11,772,81,web,386099.8516200952
9,897,42,audio,381084.9298552906
8,338,32,audio,201767.4103910377
10,799,86,video,480353.00621079665
11,1205,63,video,467220.88244881225
10,1486,62,web,420536.99136623705
15,604,58,web,384430.3102488658
17,301,87,audio,278883.0050394894
8,1019,87,ftp,471477.7571536255
9,136,89,web,247843.0742480748
14,743,58,audio,382406.8285259435
11,864,69,ftp,551417.2439430942
15,805,99,video,469774.98033249
10,1299,99,web,470883.4969509363
13,644,74,audio,343164.0379048466
16,1324,41,video,639105.7437282882
8,639,88,ssh,387988.47598453006
8,1116,30,video,500443.74583385617
15,493,27,audio,369206.05019382917
10,932,69,ftp,532917.4119583311
12,1165,22,ssh,502813.2777361091
8,696,33,ssh,496558.7107085078
12,492,39,ssh,378356.96229916427
13,799,11,web,299966.8029624717
15,540,92,audio,423365.4481229873
10,1017,34,ssh,522137.0616769512
10,419,59,video,273442.81661854475
17,652,23,ftp,614252.9572276757
16,1338,15,audio,478599.4620610017
11,1194,85,video,516162.1355046791
11,667,93,web,347689.21261631825
14,1018,96,ssh,602853.8398502036
9,335,39,video,429555.21456457337
15,1404,39,audio,442296.59252971516
13,1086,47,video,546997.6104462973
10,1285,67,web,477650.48470250383
16,1314,50,ftp,660941.7544562941
12,1132,66,ssh,608763.6847408111
15,159,45,audio,326013.70088182733
14,992,73,ssh,485801.86075064976
15,324,25,ssh,489788.32529404154
14,799,97,ssh,450361.88734309294
10,681,87,video,372934.18593806133
9,1410,99,video,563410.6163187951
14,1093,81,ftp,725347.0256593528
10,268,23,web,199687.16851233068
10,1185,40,audio,455403.3054974595
9,1472,75,video,648503.9301952282
11,113,77,ssh,351084.0928717264
15,263,74,web,205678.1643534662
8,856,64,audio,372338.25823808427
8,1151,93,audio,535239.5916902889
12,545,87,audio,366043.24985275685
12,1331,49,audio,597232.912952813
8,815,34,ftp,556896.7463131078
13,1075,34,audio,414759.55318032583
8,918,12,web,332153.8152232539
12,203,78,video,296939.094092906
16,841,35,web,332278.3484675615
12,525,49,ssh,663454.2125512878
13,1224,47,ftp,684231.2255016905
15,738,47,ftp,589154.8994503337
8,949,77,ssh,487140.9842345968
9,1229,16,web,477279.20331405394
16,868,39,web,428070.78008964687
10,376,28,ssh,483281.06446788856
13,1188,44,audio,566255.7074199225
12,999,42,audio,356845.5355951239
9,287,42,video,267908.02553650463
14,1440,87,web,451310.6092268182
11,1261,47,web,383502.9678333781
8,1466,19,ssh,608872.6182130196
11,204,66,ssh,350459.8273952091
13,645,37,audio,466129.9270381259
14,479,87,web,404533.9941040819
14,209,47,web,234976.92029604802
14,644,25,ftp,609066.3108074896
10,453,30,video,430006.7313620101
13,842,15,video,418364.67204113706
15,416,50,audio,232739.23279872193
11,1389,24,web,433901.58075196354
15,1188,12,ftp,586368.8934460763
9,432,52,web,267725.2812572915
17,1256,56,ssh,618661.4143437374
16,691,23,audio,382850.8829449614
16,882,75,video,520084.23706895823
15,639,38,web,261173.90264581607
17,834,13,audio,428868.01387848536
17,720,35,video,424519.1923491497
8,718,21,web,304099.10999318433
9,1492,11,ftp,696770.4922616095
13,1008,26,audio,368380.0113389485
17,1091,44,web,411135.3173665215
12,198,19,video,303173.2882985568
16,416,95,video,384986.551421468
12,222,52,ftp,475391.47480664786
9,1443,30,audio,462580.5820599764
17,898,24,audio,398829.9800278831
11,556,44,web,252704.04335239678
16,621,94,video,505802.77057194005
8,619,94,video,386177.79437938915
8,1016,94,ftp,613202.2695441778
14,816,69,ftp,666485.2550615037
10,414,53,audio,305559.07898247073
17,808,14,video,509203.03400165786
9,809,82,web,431367.7042046564
16,1143,27,ssh,623459.5780020207
10,659,30,web,295959.934201113
9,1068,81,ftp,631205.3879499306
15,1253,83,web,402731.0703432327
17,1416,60,video,559197.8420925024
13,1255,50,audio,460766.2409184041
13,455,33,ssh,534530.6060087141
17,1177,33,audio,446270.7742872366
14,989,47,ssh,499926.1624369085
14,892,53,ssh,472703.95098755084
13,364,66,video,398790.58809653803
11,1081,68,video,512331.06963344413
16,1338,43,ftp,723437.9488513282
13,901,84,ftp,620762.9833038677
11,142,91,ssh,309880.5076637966
10,961,32,ftp,517836.1114994815
11,1401,95,video,650966.4374137911
10,1253,52,ftp,616435.0877711597
9,449,91,ssh,489679.59090090066
12,1229,49,audio,472815.95260423416
9,1011,56,web,326817.1785855739
13,100,50,ftp,394836.9611166647
10,683,56,video,366197.5102225152
13,531,29,audio,307422.3618798788
17,1429,86,video,623846.2853282623
16,152,74,ftp,472980.25451845105
8,1039,77,ssh,456790.4338372851
13,619,33,web,304431.5996245451
16,1453,45,web,463769.2132220124
11,1448,54,audio,489179.2595520594
9,1237,11,web,404534.23095665383
11,246,37,ssh,345177.4063655394
8,1289,35,video,584406.8997423337
10,1262,32,ssh,627803.093812553
17,728,88,audio,483691.414697102
16,398,45,audio,307354.4902254849
17,1399,15,web,424175.0582540339
12,888,44,ssh,513701.49646940577
13,949,47,video,470782.58168568666
10,277,44,ssh,346958.84187883174
12,941,83,video,430913.27766665193
15,1477,62,video,599324.1015365964
13,1277,47,ssh,573696.5274873764
11,1324,68,ftp,688217.351851901
9,977,52,ssh,549655.3025760739
16,1238,13,video,589139.9902711358
8,858,14,audio,305635.2224059981
8,1191,77,audio,486752.91538468166
11,544,54,web,254426.7146883164
14,1449,89,audio,493279.28945944575
8,807,34,ftp,496969.8881525645
16,701,87,video,517135.2490067309
11,1482,20,ssh,592784.0823214758
10,244,38,ssh,446072.73299795564
8,374,43,ftp,463743.92577601667
17,608,95,audio,384395.47605097113
11,1302,23,video,584902.4214453205
16,852,33,audio,439169.83860571426
17,576,68,web,287572.03057766473
13,1276,48,audio,587140.1317790258
13,1227,35,web,440873.9411543238
8,1198,52,ssh,556539.8095992745
17,1251,45,video,514923.3665047192
9,765,48,web,380976.9133803869
13,667,70,audio,409263.7713680653
9,1468,25,audio,532561.909014762
10,630,68,ssh,434623.4328237116
11,258,15,ftp,455805.0285955034
12,780,65,ftp,594090.6796785401
16,122,17,audio,229461.08806094388
11,1170,36,ftp,536150.4930159504
16,624,80,video,473868.6529669462
17,828,36,ftp,489932.65251971304
10,243,98,video,355200.788891889
15,767,55,audio,383537.74476063467
8,780,50,audio,431933.260539446
16,1072,88,audio,468757.80546163965
16,898,34,ssh,581963.6486001902
17,184,95,ftp,443589.5277818487
9,515,27,web,311499.55025298055
11,793,21,web,427117.07719184156
15,581,96,audio,335797.643081688
14,555,60,ftp,525601.7860865454
8,926,48,video,586639.1207955033
12,396,98,web,291529.4413451461
14,1235,19,audio,479589.4135114824
11,1353,83,web,506524.947367551
8,1219,86,web,428854.0432047377
16,1049,63,web,335938.7002714724
12,779,38,audio,441414.36874194694
9,477,50,audio,215252.57930674037
15,1279,18,ssh,568960.4174430829
9,520,72,ssh,495371.2874578324
10,204,86,ssh,365972.8785678607
17,429,46,web,259115.17537677978
8,538,23,ftp,503063.19525832805
9,1255,82,audio,444444.2606582807
14,481,81,ssh,395588.7140204023
17,237,48,ftp,470125.69937466417
9,1042,49,ssh,518753.8350793705
13,942,63,ssh,472716.3442905579
10,369,12,ftp,461647.6269997435
11,495,64,ssh,459224.3802788617
15,1012,42,web,380412.2491697184
10,563,80,web,288033.3996937527
17,549,28,web,332319.63710045785
13,1454,43,video,636818.0709876033
8,1376,87,ssh,594560.3394945337
14,1408,59,video,613834.4246504073
15,1397,56,audio,560660.0108542299
15,119,55,ftp,470265.3646354488
10,338,65,audio,302065.4599371733
17,1393,66,video,550983.724296682
8,517,92,web,266275.04234000156
16,1433,60,ssh,663742.6732890824
13,1154,63,ssh,668223.2189190796
16,1227,99,web,450699.01884018607
14,285,90,ssh,462239.37217636994
8,1251,37,ftp,592297.177466162
8,1333,28,ftp,626123.4377943068
13,1404,36,ftp,739569.8374631796
12,352,57,audio,347114.6290710217
16,118,28,web,155535.03636295215
9,811,60,ftp,508576.24880942045
15,1259,16,video,597611.067222068
12,322,38,ftp,450493.90213142475
9,102,52,audio,183957.99401920682
17,1359,78,video,554852.377751314
13,953,67,web,424274.6761355586
17,327,17,web,308620.5140608815
15,1012,51,ftp,603792.7650741087
11,598,85,video,540865.6900468051
9,620,51,video,435707.61817278195
12,801,22,ftp,519025.946518355
9,1016,35,ftp,524914.6975950327
9,1262,27,ssh,512155.7847680479
13,1399,51,ssh,637071.0660240185
17,390,60,ftp,468561.14775432966
16,1176,93,audio,595387.1876991712
11,1233,25,ssh,637415.5901458929
13,814,12,ftp,565453.3273748613
14,1047,88,video,464450.19135215523
13,747,54,ssh,457789.05637237977
15,1127,31,audio,528683.8762870551
11,783,32,web,299446.6900102449
8,969,68,video,523907.0866959762
14,1170,71,audio,513230.19615173806
10,193,77,audio,279685.89424065937
13,1039,63,audio,419158.35935322795
9,659,66,video,405087.8078237624
16,312,32,audio,317882.3977437449
8,535,69,web,333126.9449150561
13,951,82,ssh,501913.21996831225
13,607,97,video,421759.15787369426
12,935,94,audio,446241.1565966142
12,750,64,ftp,575133.9178843083
8,304,89,ssh,349876.7831238612
17,480,72,video,351171.5103556393
12,1196,65,ftp,665398.2575855025
9,1199,64,ftp,540902.5442526648
14,176,34,audio,336448.9857381084
10,915,35,video,442703.6951258546
11,867,58,audio,330023.4458862777
10,509,72,web,263778.9890298253
10,205,54,ftp,436956.1816534619
